id,firstName,lastName,gender,dateOfBirth,yearArrivedInUS,countryOfBirth,citizenship,languageSpokenAtHome,priorEducation,basisForAdmission,enrollmentYear,programCompleted,completionYear,fieldOfEducation,sat,toefl,gmat,gre,graduateLevel,gpa,typeOfAttendence,modeOfAttendance,tempAddress,permanentAddress,equity,course
540,Shabana,Nadella,Female,2/22/1987,2008,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Science,N/A,100,N/A,334,Postgraduate,3.2,Full-time,internal,"75893 Warrior Hill, Pittsburgh, PA","75893 Warrior Hill, Pittsburgh, PA",N/A,M.S. in Computer Science
541,Shaohua,Vaze,Female,9/22/1992,2010,China,China,Chinese,Bachelor,Others,2010,Completed,2012,Business,N/A,115,760,N/A,Postgraduate,3.4,Full-time,internal,"1432 North Road, Pittsburgh, PA","1432 North Road, Pittsburgh, PA",N/A,M.A. in Professional Writing
542,Yaodong,Yang ,Female,8/7/1993,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Science,N/A,104,N/A,340,Postgraduate,3.3,Full-time,multi-modal,"34413 Spohn Place, Pittsburgh, PA","34413 Spohn Place, Pittsburgh, PA",N/A,M.S. in Computer Science
543,Zhenyu,Qi ,Male,3/29/1989,2010,China,China,Chinese,Master,Academic excellence,2010,Completed,2014,Engineering,N/A,96,N/A,332,Postgraduate,3.2,Full-time,internal,"5 Lakewood Gardens Hill, Pittsburgh, PA","5 Lakewood Gardens Hill, Pittsburgh, PA",N/A,M.S. in Colloids Polymers and Surfaces
544,Chunrong,Song ,Female,7/11/1987,2010,China,China,Chinese,Bachelor,Others,2010,Completed,2014,Science,N/A,97,N/A,330,Postgraduate,3.4,Full-time,internal,"04 Porter Street, Pittsburgh, PA","04 Porter Street, Pittsburgh, PA",Disability,M.S. in Pure and Applied Logic
545,Dalei,Wu ,Male,10/4/1988,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Engineering,N/A,108,N/A,335,Postgraduate,3.9,Full-time,internal,"28 Morning Trail, Pittsburgh, PA","28 Morning Trail, Pittsburgh, PA",N/A,M.S. in Environmental Management and Science
546,Yan,Chen ,Male,9/21/1987,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Science,2200,103,N/A,335,Undergraduate,3.8,Full-time,internal,"15968 Westend Pass, Pittsburgh, PA","15968 Westend Pass, Pittsburgh, PA",N/A,B.S. in Biological Sciences
547,Yi,Gu ,Female,10/23/1992,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,95,N/A,334,Postgraduate,3.8,Full-time,internal,"7387 Schiller Hill, Pittsburgh, PA","7387 Schiller Hill, Pittsburgh, PA",N/A,M.S. in Information Networking
548,Liang,Li ,Male,9/14/1988,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Engineering,N/A,109,N/A,340,Postgraduate,3.8,Full-time,internal,"3248 Rieder Way, Pittsburgh, PA","3248 Rieder Way, Pittsburgh, PA",N/A,M.S. in Computational Mechanics
549,Xianqiao,Wang ,Male,11/22/1992,2010,China,China,Chinese,Master,Academic excellence,2010,Completed,2012,Science,N/A,97,N/A,333,Postgraduate,3.3,Full-time,internal,"40441 Hauk Court, Pittsburgh, PA","40441 Hauk Court, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
550,Ye,Ai ,Female,2/6/1987,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,2220,111,N/A,340,Undergraduate,3.7,Full-time,internal,"555 Rigney Pass, Pittsburgh, PA","555 Rigney Pass, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
551,Junjie,Zhu ,Male,11/8/1992,2007,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Science,2200,113,N/A,325,Undergraduate,3.7,Full-time,multi-modal,"66604 Ruskin Hill, Pittsburgh, PA","66604 Ruskin Hill, Pittsburgh, PA",N/A,B.S. in Biological Sciences
552,Tao,Yu ,Male,4/16/1991,2007,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,2220,115,680,N/A,Undergraduate,4.1,Full-time,internal,"16444 Bunting Drive, Pittsburgh, PA","16444 Bunting Drive, Pittsburgh, PA",N/A,B.A. in English
553,Haijing,Wang ,Female,1/21/1987,2010,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,2080,106,N/A,330,Undergraduate,3.1,Full-time,internal,"6450 Meadow Vale Park, Pittsburgh, PA","6450 Meadow Vale Park, Pittsburgh, PA",N/A,B.S. in Biological Sciences
554,Kai,Zhang ,Female,10/16/1991,2009,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Engineering,N/A,108,N/A,330,Postgraduate,3.3,Full-time,internal,"727 Schlimgen Court, Pittsburgh, PA","727 Schlimgen Court, Pittsburgh, PA",N/A,M.S. in Mechanical Engineering
555,Chenghao,Yang ,Male,5/23/1986,2010,China,China,Chinese,Master,GMAT/GRE,2010,Completed,2014,Science,2120,94,N/A,334,Undergraduate,3.4,Full-time,internal,"58464 Welch Street, Pittsburgh, PA","58464 Welch Street, Pittsburgh, PA",N/A,B.S. in Physics
556,Weiwei,Cai ,Male,4/8/1993,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Science,2280,99,N/A,333,Undergraduate,3.1,Part-time,internal,"7 Macpherson Terrace, Pittsburgh, PA","7 Macpherson Terrace, Pittsburgh, PA",N/A,B.S. in Physics
557,Mingye,Feng ,Female,9/20/1994,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,N/A,100,760,N/A,Postgraduate,3.8,Full-time,internal,"2410 Arapahoe Plaza, Pittsburgh, PA","2410 Arapahoe Plaza, Pittsburgh, PA",N/A,M. of Statistical Practices
558,Ximing,Qin ,Female,10/6/1988,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,2170,115,N/A,331,Undergraduate,3.5,Full-time,internal,"6 Oakridge Way, Pittsburgh, PA","6 Oakridge Way, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
559,Ting,Guo ,Male,5/31/1988,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2012,Science,N/A,94,N/A,332,Postgraduate,4,Full-time,internal,"8 Hauk Crossing, Pittsburgh, PA","8 Hauk Crossing, Pittsburgh, PA",N/A,M.S. in Machine Learning
560,Yaqiang,Wang ,Male,4/5/1989,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,2290,101,N/A,339,Undergraduate,4.1,Full-time,multi-modal,"9 Melby Place, Pittsburgh, PA","9 Melby Place, Pittsburgh, PA",Low-income,B.S. in Computer Science
561,Tao,Jia ,Female,7/1/1985,2007,China,China,Chinese,Master,Others,2011,Completed,2014,Engineering,2300,99,N/A,330,Undergraduate,3.6,Part-time,internal,"23086 8th Center, Pittsburgh, PA","23086 8th Center, Pittsburgh, PA",Low-income,B.S. in an engineering discipline and Biomedical Engineering
562,Jing,Liu ,Female,8/29/1991,2008,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2012,Science,2170,114,N/A,337,Undergraduate,4,Full-time,internal,"18217 Myrtle Place, Pittsburgh, PA","18217 Myrtle Place, Pittsburgh, PA",N/A,B.S. in Biological Sciences
563,Yuan,Li ,Female,12/9/1985,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Science,N/A,95,N/A,337,Postgraduate,3.9,Full-time,internal,"840 Bowman Place, Pittsburgh, PA","840 Bowman Place, Pittsburgh, PA",N/A,M.S. in Computer Science
564,Lei,Diao ,Female,9/30/1992,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Science,N/A,116,N/A,332,Postgraduate,3.9,Full-time,multi-modal,"16192 Fairfield Junction, Pittsburgh, PA","16192 Fairfield Junction, Pittsburgh, PA",N/A,M.S. in Information Networking
565,Feng,Li ,Female,9/16/1987,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2012,Science,N/A,94,N/A,327,Postgraduate,3.7,Full-time,internal,"0 Prentice Park, Pittsburgh, PA","0 Prentice Park, Pittsburgh, PA",N/A,M.S. in Computer Science
566,Yuwei,Wang ,Male,8/21/1994,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Engineering,2180,103,N/A,333,Undergraduate,4.1,Full-time,internal,"0 Roth Park, Pittsburgh, PA","0 Roth Park, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
567,Lingdong,Quan ,Male,2/11/1985,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,117,N/A,332,Postgraduate,3.9,Full-time,internal,"5143 Butterfield Terrace, Pittsburgh, PA","5143 Butterfield Terrace, Pittsburgh, PA",N/A,M.S. in Information Technology
568,Lixian,Zhong ,Female,10/28/1986,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2013,Business,2160,110,720,N/A,Undergraduate,4,Full-time,internal,"0452 Fieldstone Trail, Pittsburgh, PA","0452 Fieldstone Trail, Pittsburgh, PA",N/A,B.A. in Economics
569,Hui,Wang ,Male,7/25/1988,2006,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,120,N/A,334,Postgraduate,3.9,Full-time,internal,"57776 Union Parkway, Pittsburgh, PA","57776 Union Parkway, Pittsburgh, PA",N/A,M.S. in Computer Science
570,Yong,Liu ,Female,2/22/1987,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,2180,101,770,N/A,Undergraduate,3.8,Full-time,internal,"459 Elka Junction, Pittsburgh, PA","459 Elka Junction, Pittsburgh, PA",Low-income,B.S. in Statistics
571,Jun,Chen ,Male,12/20/1994,2007,China,China,Chinese,Master,Academic excellence,2011,Completed,2015,Business,N/A,97,780,N/A,Postgraduate,4,Full-time,internal,"13 Sunfield Street, Pittsburgh, PA","13 Sunfield Street, Pittsburgh, PA",N/A,M.A. in Professional Writing
572,Zhang,Jia ,Female,11/18/1985,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Science,2080,95,N/A,339,Undergraduate,3.2,Full-time,internal,"864 Pawling Court, Pittsburgh, PA","864 Pawling Court, Pittsburgh, PA",N/A,B.S. in Computational Biology
573,Jiezhu,Jin ,Male,3/12/1991,2008,China,China,Chinese,Bachelor,Others,2011,Completed,2015,Science,2310,108,N/A,330,Undergraduate,3.8,Full-time,internal,"3 East Center, Pittsburgh, PA","3 East Center, Pittsburgh, PA",N/A,B.S. in Physics
574,Yuerui,Lu ,Male,12/1/1992,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Engineering,N/A,97,N/A,325,Postgraduate,3.5,Full-time,internal,"846 Dapin Court, Pittsburgh, PA","846 Dapin Court, Pittsburgh, PA",N/A,M.S. in Engineering and Public Policy
575,Zhenxing,Wang ,Female,8/6/1992,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2014,Science,2230,100,N/A,336,Undergraduate,3.3,Part-time,internal,"9 Moulton Court, Pittsburgh, PA","9 Moulton Court, Pittsburgh, PA",N/A,B.S. in Computer Science
576,Xiaoyu,Zheng ,Male,1/28/1985,2009,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Science,N/A,104,N/A,335,Postgraduate,3.1,Full-time,internal,"82653 Tennyson Plaza, Pittsburgh, PA","82653 Tennyson Plaza, Pittsburgh, PA",N/A,M.S. in Computer Science
577,Jia,Xu ,Male,10/20/1988,2006,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Business,N/A,116,710,N/A,Postgraduate,3.7,Full-time,internal,"47 Stoughton Alley, Pittsburgh, PA","47 Stoughton Alley, Pittsburgh, PA",N/A,M.S. in Public Policy and Management
578,Lei,Yang ,Female,6/3/1989,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,93,N/A,339,Postgraduate,3,Full-time,internal,"52 Bultman Road, Pittsburgh, PA","52 Bultman Road, Pittsburgh, PA",N/A,M.S. in Language Technologies
579,Xi,Lu ,Male,10/15/1991,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Engineering,N/A,109,N/A,328,Postgraduate,3.3,Full-time,internal,"5253 Forest Run Parkway, Pittsburgh, PA","5253 Forest Run Parkway, Pittsburgh, PA",Disability,M.S. in Civil and Environmental Engineering
580,Xiaowei,Zhang ,Male,3/23/1993,2010,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Engineering,N/A,111,N/A,326,Postgraduate,3.4,Full-time,internal,"21 Laurel Hill, Pittsburgh, PA","21 Laurel Hill, Pittsburgh, PA",N/A,M.S. in Mechanical Engineering
581,Lei,Liu ,Female,9/9/1991,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Science,2220,98,N/A,334,Undergraduate,3.4,Full-time,internal,"685 International Way, Pittsburgh, PA","685 International Way, Pittsburgh, PA",N/A,B.S. in Computational Biology
582,Li,Cai ,Male,11/21/1989,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2015,Science,N/A,115,N/A,326,Postgraduate,3.2,Full-time,internal,"43 Dottie Place, Pittsburgh, PA","43 Dottie Place, Pittsburgh, PA",N/A,M.S. in Computational Finance
583,Yongjie,Hu ,Female,6/25/1990,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2015,Science,2050,113,N/A,336,Undergraduate,3.5,Full-time,internal,"06 Butterfield Court, Pittsburgh, PA","06 Butterfield Court, Pittsburgh, PA",N/A,B.S. in Computer Science
584,Sijia,Lu ,Female,12/28/1988,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2013,Science,N/A,99,N/A,335,Postgraduate,3.7,Part-time,multi-modal,"117 Judy Hill, Pittsburgh, PA","117 Judy Hill, Pittsburgh, PA",N/A,M.S. in Computer Science
585,Bingjun,Xu ,Male,2/19/1987,2011,China,China,Chinese,Bachelor,Others,2011,Completed,2013,Science,N/A,108,N/A,337,Postgraduate,3.9,Full-time,internal,"577 Elgar Avenue, Pittsburgh, PA","577 Elgar Avenue, Pittsburgh, PA",N/A,M.S. in Language Technologies
586,Wenwen,Li ,Female,4/14/1989,2009,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Engineering,2190,116,N/A,330,Undergraduate,3.7,Full-time,internal,"68003 Bartelt Street, Pittsburgh, PA","68003 Bartelt Street, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
587,Huifeng,Qian ,Female,4/30/1990,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2015,Engineering,2180,98,N/A,331,Undergraduate,3.3,Full-time,internal,"349 Old Shore Drive, Pittsburgh, PA","349 Old Shore Drive, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
588,Wenting,Sun ,Female,4/12/1988,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Business,N/A,102,730,N/A,Postgraduate,4,Full-time,internal,"01 Tony Court, Pittsburgh, PA","01 Tony Court, Pittsburgh, PA",N/A,M. of Arts Management
589,Nan,Li ,Male,3/29/1987,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2015,Science,2350,110,N/A,338,Undergraduate,4.1,Full-time,multi-modal,"49 Grim Junction, Pittsburgh, PA","49 Grim Junction, Pittsburgh, PA",N/A,B.S. in Computer Science
590,Nanxin,Li ,Female,8/9/1986,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Science,N/A,107,N/A,331,Postgraduate,3.8,Full-time,multi-modal,"821 Londonderry Avenue, Pittsburgh, PA","821 Londonderry Avenue, Pittsburgh, PA",N/A,M.S. in Machine Learning
591,Haiqiang,hen ,Male,2/25/1985,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Business,2320,104,710,N/A,Undergraduate,4.1,Full-time,internal,"490 Transport Street, Pittsburgh, PA","490 Transport Street, Pittsburgh, PA",Low-income,B.S. in Technical Writing and Communication
592,Shijing,Luo ,Female,3/21/1985,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Science,N/A,115,N/A,336,Postgraduate,3.9,Full-time,internal,"4 Jenna Road, Pittsburgh, PA","4 Jenna Road, Pittsburgh, PA",N/A,M.S. in Human-Computer Interaction
593,Hang,Zeng ,Female,5/29/1988,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,2140,111,700,N/A,Undergraduate,3.3,Full-time,internal,"05391 Columbus Plaza, Pittsburgh, PA","05391 Columbus Plaza, Pittsburgh, PA",N/A,B.S. in Technical Writing and Communication
594,Mo,Chen ,Male,10/17/1993,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Engineering,N/A,107,N/A,334,Postgraduate,3.7,Full-time,internal,"5587 Almo Circle, Pittsburgh, PA","5587 Almo Circle, Pittsburgh, PA",N/A,M.S. in Engineering and Public Policy
595,Kehui,Xiang ,Female,10/13/1992,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Science,N/A,96,N/A,334,Postgraduate,3.3,Full-time,internal,"35 Northport Hill, Pittsburgh, PA","35 Northport Hill, Pittsburgh, PA",N/A,M. of Software Engineering
596,Xin,Li ,Female,8/23/1989,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Engineering,2170,119,N/A,325,Undergraduate,3.5,Full-time,multi-modal,"35817 Shoshone Terrace, Pittsburgh, PA","35817 Shoshone Terrace, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
597,Dalin,Shi ,Female,12/23/1987,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,N/A,108,N/A,338,Postgraduate,3.7,Full-time,multi-modal,"89 South Lane, Pittsburgh, PA","89 South Lane, Pittsburgh, PA",N/A,M.S. in Civil and Environmental Engineering
598,Yue,Zhao ,Male,9/22/1992,2005,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Science,N/A,120,N/A,334,Postgraduate,4,Part-time,internal,"7 Stone Corner Drive, Pittsburgh, PA","7 Stone Corner Drive, Pittsburgh, PA",N/A,M.S. in Computer Science
599,Yaoyu,Chen ,Male,6/30/1985,2006,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Science,2320,112,N/A,333,Undergraduate,4,Full-time,internal,"41 Derek Junction, Pittsburgh, PA","41 Derek Junction, Pittsburgh, PA",N/A,B.S. in Computer Science
600,Nan,Wu ,Female,1/8/1993,2010,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,103,N/A,334,Postgraduate,3.5,Full-time,internal,"5497 High Crossing Trail, Pittsburgh, PA","5497 High Crossing Trail, Pittsburgh, PA",N/A,M. of Software Engineering
601,Anjia,Gu ,Female,2/3/1992,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2015,Engineering,2350,96,N/A,328,Undergraduate,3.1,Part-time,multi-modal,"03401 Everett Court, Pittsburgh, PA","03401 Everett Court, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
602,Wei,Ren ,Male,7/4/1991,2010,China,China,Chinese,Master,Skills,2010,Completed,2014,Science,2180,97,N/A,338,Undergraduate,4,Full-time,internal,"21 Fuller Drive, Pittsburgh, PA","21 Fuller Drive, Pittsburgh, PA",N/A,B.S. in Physics
603,Xi,Yin ,Female,2/4/1989,2010,China,China,Chinese,Master,Awards,2010,Completed,2012,Engineering,N/A,97,N/A,337,Postgraduate,3.4,Full-time,internal,"7 East Pass, Pittsburgh, PA","7 East Pass, Pittsburgh, PA",N/A,M.S. in Electrical and Computer Engineering
604,Minbiao,Ji ,Female,6/3/1993,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Science,2050,101,N/A,329,Undergraduate,3.5,Full-time,multi-modal,"93 Tony Drive, Pittsburgh, PA","93 Tony Drive, Pittsburgh, PA",N/A,B.S. in Computer Science
605,Zekai,Hong ,Female,11/24/1990,2006,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Engineering,N/A,120,N/A,331,Postgraduate,3.7,Full-time,multi-modal,"189 Village Street, Pittsburgh, PA","189 Village Street, Pittsburgh, PA",N/A,M.S. in Mechanical Engineering
606,Xiaoyi,Liu ,Male,6/6/1994,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Engineering,2200,106,N/A,336,Undergraduate,4.1,Full-time,internal,"960 Crest Line Park, Pittsburgh, PA","960 Crest Line Park, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
607,Zhiqiang,Cao ,Female,1/27/1990,2011,China,China,Chinese,Bachelor,Others,2011,Completed,2013,Science,N/A,109,N/A,336,Postgraduate,3.4,Full-time,internal,"1 Division Drive, Pittsburgh, PA","1 Division Drive, Pittsburgh, PA",N/A,M. of Software Engineering
608,Guoqiang,Ren ,Male,1/11/1986,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Engineering,2290,92,N/A,339,Undergraduate,3,Full-time,multi-modal,"6 Vera Circle, Pittsburgh, PA","6 Vera Circle, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
609,Zhihui,Zhang ,Female,2/4/1985,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,99,N/A,331,Postgraduate,3.5,Full-time,internal,"2 Gale Hill, Pittsburgh, PA","2 Gale Hill, Pittsburgh, PA",N/A,M. of Software Engineering
610,Xiaowei,Lu ,Female,1/6/1994,2006,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Business,N/A,102,710,N/A,Postgraduate,3.3,Full-time,internal,"72 Pennsylvania Junction, Pittsburgh, PA","72 Pennsylvania Junction, Pittsburgh, PA",N/A,M.A. in Professional Writing
611,Ye,Wu ,Male,9/21/1988,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Science,2130,115,N/A,339,Undergraduate,3.5,Full-time,internal,"1378 Spenser Avenue, Pittsburgh, PA","1378 Spenser Avenue, Pittsburgh, PA",N/A,B.S. in Computational Biology
612,Ling,Li ,Male,10/17/1991,2010,China,China,Chinese,Bachelor,Others,2010,Completed,2014,Engineering,2330,93,N/A,329,Undergraduate,3.1,Full-time,internal,"86038 Graedel Court, Pittsburgh, PA","86038 Graedel Court, Pittsburgh, PA",N/A,B.S. in Music and Technology
613,Yong,Bai ,Female,3/17/1991,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2015,Business,N/A,97,720,N/A,Postgraduate,3.7,Full-time,internal,"89162 Clove Crossing, Pittsburgh, PA","89162 Clove Crossing, Pittsburgh, PA",Low-income,M. of Arts Management
614,Ming,Liu ,Male,9/3/1989,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2015,Science,N/A,92,N/A,326,Postgraduate,3.1,Full-time,internal,"4 Village Court, Pittsburgh, PA","4 Village Court, Pittsburgh, PA",N/A,M.S. in Music and Technology
615,Xiang,Wang ,Female,6/25/1985,2006,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Engineering,2170,93,N/A,331,Undergraduate,3.5,Full-time,internal,"1 Annamark Place, Pittsburgh, PA","1 Annamark Place, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
616,Kelong,Han ,Male,11/28/1987,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,2230,102,N/A,331,Undergraduate,3.2,Full-time,internal,"55210 Florence Park, Pittsburgh, PA","55210 Florence Park, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
617,Yiyu,Huang ,Female,11/6/1992,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Science,2200,113,N/A,332,Undergraduate,3.8,Full-time,multi-modal,"66 Anzinger Lane, Pittsburgh, PA","66 Anzinger Lane, Pittsburgh, PA",N/A,B.S. in Computer Science
618,Jinfeng,Liu ,Male,9/19/1993,2010,China,China,Chinese,Master,Academic excellence,2010,Completed,2014,Engineering,2310,103,N/A,326,Undergraduate,3.4,Full-time,internal,"7 Oxford Court, Pittsburgh, PA","7 Oxford Court, Pittsburgh, PA",N/A,B.S. in Civil Engineering
619,Zheng,Chen ,Male,4/20/1987,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,2260,93,N/A,326,Undergraduate,3.8,Full-time,internal,"51084 Bartillon Circle, Pittsburgh, PA","51084 Bartillon Circle, Pittsburgh, PA",N/A,B.S. in Biological Sciences
620,Hui,Zhou ,Male,7/15/1986,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,2130,118,N/A,337,Undergraduate,4.1,Full-time,internal,"934 Butterfield Terrace, Pittsburgh, PA","934 Butterfield Terrace, Pittsburgh, PA",N/A,B.S. in Computer Science
621,Yanran,Li ,Female,12/9/1991,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Science,2250,93,N/A,328,Undergraduate,3.7,Full-time,internal,"4309 Farmco Place, Pittsburgh, PA","4309 Farmco Place, Pittsburgh, PA",N/A,B.S. in Chemistry
622,Cunjiang,Yu ,Female,6/15/1986,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,N/A,94,710,N/A,Postgraduate,3.2,Full-time,internal,"567 Hazelcrest Center, Pittsburgh, PA","567 Hazelcrest Center, Pittsburgh, PA",N/A,M.A. in Professional Writing
623,Yun,Ye ,Female,9/13/1994,2006,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,118,N/A,327,Postgraduate,4,Full-time,internal,"993 Ronald Regan Trail, Pittsburgh, PA","993 Ronald Regan Trail, Pittsburgh, PA",N/A,M.S. in Machine Learning
624,Chenxi,Lin ,Male,12/7/1988,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Engineering,N/A,92,N/A,326,Postgraduate,3.6,Full-time,internal,"13411 Pierstorff Circle, Pittsburgh, PA","13411 Pierstorff Circle, Pittsburgh, PA",N/A,M.S. in Civil and Environmental Engineering
625,Hongchao,Zhou ,Male,11/3/1991,2006,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Science,N/A,112,N/A,327,Postgraduate,3.6,Full-time,internal,"35 Loeprich Place, Pittsburgh, PA","35 Loeprich Place, Pittsburgh, PA",N/A,M.S. in Language Technologies
626,Chuan,Wang ,Female,8/22/1992,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Business,2210,96,740,N/A,Undergraduate,3.3,Full-time,internal,"00880 Burrows Court, Pittsburgh, PA","00880 Burrows Court, Pittsburgh, PA",N/A,B.S. in Statistics
627,Dan,He ,Female,4/13/1989,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2200,119,N/A,335,Undergraduate,3.8,Full-time,internal,"20 Harbort Parkway, Pittsburgh, PA","20 Harbort Parkway, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
628,Guoan,Zheng ,Female,11/30/1987,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Science,N/A,119,N/A,337,Postgraduate,3.6,Full-time,internal,"85 Morrow Street, Pittsburgh, PA","85 Morrow Street, Pittsburgh, PA",N/A,M. of Software Engineering
629,Yi,Zhang ,Female,3/18/1992,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2012,Engineering,N/A,104,N/A,337,Postgraduate,3.7,Full-time,internal,"2 Westerfield Alley, Pittsburgh, PA","2 Westerfield Alley, Pittsburgh, PA",N/A,M.S. in Colloids Polymers and Surfaces
630,Qiao,Zhang ,Female,6/17/1986,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2015,Science,N/A,107,N/A,326,Postgraduate,3.6,Full-time,internal,"1213 Meadow Valley Point, Pittsburgh, PA","1213 Meadow Valley Point, Pittsburgh, PA",N/A,M.S. in Information Security Technology and Management
